0	digital01	1	1	2	digital	Unknown	Unknown	7870746	1
0	shoes01	1	6	1	shoes	shoes	1	7870746	2
0	shoes02	1	6	1	shoes	shoes	1	7870746	3
0	shoes03	1	6	1	shoes	shoes	1	7870746	4
0	shoes04	1	6	1	shoes	shoes	1	7870746	5
0	shoes05	1	6	1	shoes	shoes	1	7870746	6
0	shoes06	2	6	1	shoes	shoes	1	7870746	7
0	shoes07	2	7	2	shoes	shoes	1	7870746	8
0	shoes08	2	7	2	shoes	shoes	1	7870746	9
0	shoes09	2	7	2	shoes	shoes	1	7870746	10
0	shoes10	2	7	2	shoes	shoes	1	7870746	11
0	shoes01	1	6	1	shoes	shoes	1	7870746	12
0	shoes02	1	6	1	shoes	shoes	1	7870746	13
0	shoes03	1	6	1	shoes	shoes	1	7870746	14
0	shoes04	1	6	1	shoes	shoes	1	7870746	15
0	shoes05	1	6	1	shoes	shoes	1	7870746	16
0	shoes06	2	6	1	shoes	shoes	1	7870746	17
0	shoes07	2	7	2	shoes	shoes	1	7870746	18
0	shoes08	2	7	2	shoes	shoes	1	7870746	19
0	shoes09	2	7	2	shoes	shoes	1	7870746	20
0	shoes10	2	7	2	shoes	shoes	1	7870746	21
0	skin01	1	3	1	skin	Unknown	Unknown	7870746	22
0	skin05	1	4	2	skin	Unknown	Unknown	7870746	23
0	skin09	1	5	3	skin	Unknown	Unknown	7870746	24
0	digital01	1	1	2	digital	Unknown	Unknown	7870746	25
0	digital05	1	1	1	digital	Unknown	Unknown	7870746	26
0	shoes01	1	6	1	shoes	shoes	1	7870746	27
0	shoes07	2	7	2	shoes	shoes	1	7870746	28
0	shoes04	1	6	1	shoes	shoes	1	7870746	29
0	shoes10	2	7	2	shoes	shoes	1	7870746	30
0	digital09	2	2	3	digital	Unknown	Unknown	7870746	31
0	skin01	1	3	1	skin	Unknown	Unknown	7870746	32
0	skin05	1	4	2	skin	Unknown	Unknown	7870746	33
0	skin09	1	5	3	skin	Unknown	Unknown	7870746	34
0	digital01	1	1	2	digital	Unknown	Unknown	7870746	35
0	digital05	1	1	1	digital	Unknown	Unknown	7870746	36
0	shoes01	1	6	1	shoes	shoes	1	7870746	37
0	shoes07	2	7	2	shoes	shoes	1	7870746	38
0	shoes04	1	6	1	shoes	shoes	1	7870746	39
0	shoes10	2	7	2	shoes	shoes	1	7870746	40
0	digital09	2	2	3	digital	Unknown	Unknown	7870746	41
0	skin01	1	3	1	skin	Unknown	Unknown	7870746	42
0	skin05	1	4	2	skin	Unknown	Unknown	7870746	43
