7328012	127.0.0.1	11/19/15 11:37:14	New User	unknown
3555814	10.108.121.44	11/19/15 11:41:50	New User	unknown
5106186	10.108.121.78	11/19/15 11:42:32	New User	unknown
5240426	10.108.121.68	11/19/15 22:33:30	New User	unknown
7328012	127.0.0.1	11/27/15 19:53:44	digital	1
7328012	127.0.0.1	11/27/15 20:02:17	digital	1
7328012	127.0.0.1	11/27/15 20:13:58	digital	1
7328012	127.0.0.1	11/28/15 20:44:44	digital	1
7328012	127.0.0.1	11/28/15 20:45:24	digital	1
7328012	127.0.0.1	11/28/15 20:45:40	digital	1
7328012	127.0.0.1	11/28/15 21:20:26	digital	1
7328012	127.0.0.1	11/28/15 21:22:11	digital	1
7328012	127.0.0.1	11/28/15 21:23:01	digital	1
7328012	127.0.0.1	11/28/15 21:23:54	digital	1
7328012	127.0.0.1	11/28/15 21:24:17	digital	1
7328012	127.0.0.1	11/28/15 21:25:15	digital	1
7328012	127.0.0.1	11/28/15 21:27:56	digital	1
7328012	127.0.0.1	11/28/15 21:29:01	digital	1
7328012	127.0.0.1	11/28/15 21:29:25	digital	1
7328012	127.0.0.1	11/28/15 21:31:32	digital	1
7328012	127.0.0.1	11/28/15 22:36:35	digital	1
7328012	127.0.0.1	11/29/15 13:02:59	digital	1
7328012	127.0.0.1	11/29/15 13:03:00	digital	1
5711546	127.0.0.1	11/29/15 13:03:12	New User	unknown
9550430	127.0.0.1	11/29/15 13:05:20	New User	unknown
6930305	127.0.0.1	11/29/15 13:10:20	Unknown	Unknown
4642084	127.0.0.1	11/29/15 13:15:42	Unknown	Unknown
7714706	127.0.0.1	11/29/15 13:16:05	Unknown	Unknown
3004405	127.0.0.1	11/29/15 13:16:15	Unknown	Unknown
5513330	127.0.0.1	11/29/15 13:16:21	Unknown	Unknown
5409367	127.0.0.1	11/29/15 13:17:01	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:22:48	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:23:24	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:23:40	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:23:47	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:34:50	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:34:55	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:34:57	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:35:06	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:37:57	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:45:20	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:45:31	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:45:32	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:45:32	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:45:33	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:45:33	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:45:34	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:45:35	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:45:35	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:45:35	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:45:36	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:45:36	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:45:37	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:45:37	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:45:37	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:45:43	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:45:44	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:45:44	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:45:44	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:45:45	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:45:45	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:45:45	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:45:46	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:45:46	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:45:47	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:45:50	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:46:05	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:46:06	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:46:07	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:46:08	Unknown	Unknown
7870746	127.0.0.1	11/29/15 13:59:17	Unknown	Unknown
7870746	127.0.0.1	11/29/15 14:01:11	Unknown	Unknown
7870746	127.0.0.1	11/29/15 14:01:13	Unknown	Unknown
7870746	127.0.0.1	11/29/15 14:01:14	Unknown	Unknown
7870746	127.0.0.1	11/29/15 14:01:15	Unknown	Unknown
7870746	127.0.0.1	11/29/15 14:01:16	Unknown	Unknown
7870746	127.0.0.1	11/29/15 14:02:39	skin	Unknown
7870746	127.0.0.1	11/29/15 14:08:16	shoes	1
7870746	127.0.0.1	11/29/15 14:45:33	shoes	1
7870746	127.0.0.1	11/29/15 15:11:00	shoes	1
7870746	127.0.0.1	11/29/15 15:11:04	shoes	1
7870746	127.0.0.1	11/29/15 15:52:42	shoes	1
7870746	127.0.0.1	11/29/15 15:54:15	shoes	1
7870746	127.0.0.1	11/29/15 15:55:47	shoes	1
7870746	127.0.0.1	11/29/15 15:56:09	shoes	1
7870746	127.0.0.1	11/29/15 16:03:07	shoes	1
7870746	127.0.0.1	12/01/15 14:51:39	shoes	1
7870746	127.0.0.1	12/01/15 14:52:36	shoes	1
7870746	127.0.0.1	12/01/15 14:52:39	shoes	1
7870746	127.0.0.1	12/01/15 14:53:01	shoes	1
7870746	127.0.0.1	12/01/15 15:00:25	shoes	1
7600519	127.0.0.1	12/01/15 15:00:45	Unknown	Unknown
7600519	127.0.0.1	12/01/15 15:01:02	skin	0
7600519	127.0.0.1	12/01/15 15:01:40	digital	1
8411415	127.0.0.1	12/01/15 15:01:50	Unknown	Unknown
8411415	127.0.0.1	12/01/15 15:02:11	skin	0
8411415	127.0.0.1	12/01/15 15:02:33	skin	0
8411415	127.0.0.1	12/01/15 15:02:39	skin	0
8411415	127.0.0.1	12/01/15 15:02:46	skin	0
8411415	127.0.0.1	12/01/15 15:02:56	digital	1
8411415	127.0.0.1	12/01/15 15:03:59	digital	1
3227828	127.0.0.1	12/01/15 15:06:44	Unknown	Unknown
3227828	127.0.0.1	12/01/15 15:07:09	skin	Unknown
3227828	127.0.0.1	12/01/15 15:07:33	skin	Unknown
3227828	127.0.0.1	12/01/15 15:07:43	skin	1
3227828	127.0.0.1	12/01/15 15:08:24	skin	0
3227828	127.0.0.1	12/01/15 15:08:40	skin	1
752087	127.0.0.1	12/01/15 15:08:59	Unknown	Unknown
752087	127.0.0.1	12/01/15 15:09:07	shoes	1
752087	127.0.0.1	12/01/15 15:10:56	shoes	1
752087	127.0.0.1	12/01/15 15:11:20	shoes	1
752087	127.0.0.1	12/01/15 15:11:21	shoes	1
752087	127.0.0.1	12/01/15 15:19:52	shoes	1
752087	127.0.0.1	12/01/15 15:20:03	shoes	1
1034292	127.0.0.1	12/01/15 15:20:11	Unknown	Unknown
1034292	127.0.0.1	12/01/15 15:20:21	Unknown	Unknown
1034292	127.0.0.1	12/01/15 15:20:31	Unknown	Unknown
1034292	127.0.0.1	12/01/15 15:20:42	Unknown	Unknown
1034292	127.0.0.1	12/01/15 15:20:53	Unknown	Unknown
1034292	127.0.0.1	12/01/15 15:20:54	Unknown	Unknown
1034292	127.0.0.1	12/01/15 15:20:54	Unknown	Unknown
1034292	127.0.0.1	12/01/15 15:20:55	Unknown	Unknown
5203572	127.0.0.1	12/01/15 15:21:07	Unknown	Unknown
5203572	127.0.0.1	12/01/15 15:21:16	Unknown	Unknown
5203572	127.0.0.1	12/01/15 15:21:32	Unknown	Unknown
5203572	127.0.0.1	12/01/15 15:24:25	Unknown	Unknown
5203572	127.0.0.1	12/01/15 15:24:27	Unknown	Unknown
5203572	127.0.0.1	12/01/15 15:29:41	Unknown	Unknown
5203572	127.0.0.1	12/01/15 15:29:51	Unknown	Unknown
5203572	127.0.0.1	12/01/15 15:29:53	Unknown	Unknown
5203572	127.0.0.1	12/01/15 15:34:23	Unknown	Unknown
5203572	127.0.0.1	12/01/15 15:34:52	Unknown	Unknown
5203572	127.0.0.1	12/01/15 15:35:00	Unknown	Unknown
5203572	127.0.0.1	12/01/15 15:35:06	Unknown	Unknown
5203572	127.0.0.1	12/01/15 15:35:09	Unknown	Unknown
5203572	127.0.0.1	12/01/15 15:35:10	Unknown	Unknown
5203572	127.0.0.1	12/01/15 15:35:19	Unknown	Unknown
5203572	127.0.0.1	12/01/15 15:35:20	Unknown	Unknown
1698523	127.0.0.1	12/01/15 15:36:11	Unknown	Unknown
1698523	127.0.0.1	12/01/15 15:36:20	Unknown	Unknown
1698523	127.0.0.1	12/01/15 15:36:31	Unknown	Unknown
1698523	127.0.0.1	12/01/15 15:36:40	Unknown	Unknown
1698523	127.0.0.1	12/01/15 15:36:58	shoes	0
8044417	127.0.0.1	12/01/15 15:38:37	Unknown	Unknown
